SERIALNUMBER,SERVICEAREA,SERVICETYPE,SYMPTOMCODE
Not assigned,ITA_092 : DISTRETTO 5,Standard Repair,Oven door not aligned
371212700582,ITA_071 : DISTRETTO 6,Installation,Door will not Open
601120353,ITA_088 : DISTRETTO 7,Product Substitution,Oven light dims
151642004233,ITA_017 : DISTRETTO 3,Standard Repair,Oven does not heat
221603000005,ITA_092 : DISTRETTO 5,Product Substitution,Oven does not heat
999999999,ITA_030 : DISTRETTO 1,Standard Repair,Oven does not switch on
371323700363,ITA_088 : DISTRETTO 7,Standard Repair,Too noisy
371003700581,ITA_088 : DISTRETTO 7,Standard Repair,It doesn't work
151719004180,ITA_017 : DISTRETTO 3,Product Substitution,Accessories / components / parts - broke
999999999,ITA_088 : DISTRETTO 7,Standard Repair,Control panel display fault - NA
371137701651,ITA_030 : DISTRETTO 1,Standard Repair,Oven doesn't heat - heating element issu
151714003728,ITA_043 : DISTRETTO 2,Standard Repair,Fan
701120369,ITA_017 : DISTRETTO 3,Standard Repair,Sparks during cooking
391606145268,ITA_071 : DISTRETTO 6,Standard Repair,It doesn't cook
703220126,ITA_006 : DISTRETTO 4,Product Substitution,Component is dented / damaged
371412010808,ITA_043 : DISTRETTO 2,Standard Repair,Control panel display fault - NA
606230161,ITA_088 : DISTRETTO 7,No accessories,Not assigned
151651000433,ITA_008 : DISTRETTO 8,Standard Repair,Accessories / components / parts - broke
704180469,ITA_030 : DISTRETTO 1,Installation,Oven door not aligned
505150551,ITA_088 : DISTRETTO 7,Standard Repair,Oven does not switch on
151648007434,ITA_071 : DISTRETTO 6,Standard Repair,Too noisy
371221702482,ITA_071 : DISTRETTO 6,Standard Repair,Automatic programs duration time
151709002290,ITA_043 : DISTRETTO 2,Standard Repair,Oven does not heat
371322700283,ITA_043 : DISTRETTO 2,Standard Repair,Steam from the door
151702001654,ITA_006 : DISTRETTO 4,Standard Repair,Oven does not switch on
151645005062,ITA_009 : DISTRETTO 9,Standard Repair,Control panel display fault - NA
371334002330,ITA_006 : DISTRETTO 4,Installation,Product installation request - NA
810290182,ITA_043 : DISTRETTO 2,R+1 Std (Maytag),Fan
701100409,ITA_009 : DISTRETTO 9,Product Substitution,Accessories / components / parts - broke
508031118,ITA_009 : DISTRETTO 9,Standard Repair,Too noisy
410200001,ITA_043 : DISTRETTO 2,Standard Repair,Oven does not switch on
151635007570,ITA_017 : DISTRETTO 3,Standard Repair,Control panel display fault - NA
503090155,ITA_008 : DISTRETTO 8,Product Substitution,F2E1 on display
703100159,ITA_088 : DISTRETTO 7,Installation,Use for JLP bulk booking's - NA
151648007434,ITA_071 : DISTRETTO 6,Standard Repair,Accessories / components / parts - broke
703221078,ITA_043 : DISTRETTO 2,Installation,Oven door not aligned
421410015690,ITA_006 : DISTRETTO 4,Standard Repair,Oven does not switch on
151635003982,ITA_088 : DISTRETTO 7,Dif estetic fabbrica,Not assigned
610101428,ITA_006 : DISTRETTO 4,Standard Repair,Accessories / components / parts - broke
999999999,ITA_092 : DISTRETTO 5,Installation,Oven door not aligned
151634009041,ITA_017 : DISTRETTO 3,Product Substitution,Touch screen has no sensitivity
151650002957,ITA_006 : DISTRETTO 4,Standard Repair,Too noisy
703080042,ITA_088 : DISTRETTO 7,Standard Repair,F2E1 on display
371113700359,ITA_017 : DISTRETTO 3,Standard Repair,Accessories / components / parts - broke
309050025,ITA_088 : DISTRETTO 7,Installation,It doesn't cook
151634002340,ITA_017 : DISTRETTO 3,Standard Repair,Accessories / components / parts - broke
151624006287,ITA_043 : DISTRETTO 2,Standard Repair,Accessories / components / parts - broke
371416009854,ITA_030 : DISTRETTO 1,Installation,Door will not Open
703221170,ITA_009 : DISTRETTO 9,Standard Repair,Accessories / components / parts - broke
151626001046,ITA_088 : DISTRETTO 7,Standard Repair,Component is dented / damaged
151708005698,ITA_008 : DISTRETTO 8,Standard Repair,Oven does not switch on
705110764,ITA_088 : DISTRETTO 7,Product Substitution,Not assigned
221638000000,ITA_030 : DISTRETTO 1,Product Substitution,Oven does not switch on
151707001782,ITA_017 : DISTRETTO 3,Standard Repair,Too noisy
604050451,ITA_088 : DISTRETTO 7,Product Substitution,Not assigned
704107181,ITA_088 : DISTRETTO 7,Product Substitution,Not assigned
151635003937,ITA_043 : DISTRETTO 2,Installation,F2E1 on display
609100515,ITA_092 : DISTRETTO 5,Product Substitution,Emergency cut-out triggers
604050004,ITA_071 : DISTRETTO 6,Installation,Oven door not aligned
612121456,ITA_043 : DISTRETTO 2,Installation,Accessories / components / parts - broke
702120261,ITA_030 : DISTRETTO 1,Installation,Oven door not aligned
151510003367,ITA_043 : DISTRETTO 2,Standard Repair,Sparks during cooking
701120445,ITA_043 : DISTRETTO 2,Product Substitution,Oven does not heat
151708005868,ITA_006 : DISTRETTO 4,Standard Repair,Emergency cut-out triggers
151719006828,ITA_017 : DISTRETTO 3,Special Authorizatio,Appliance dented / damaged
151545008068,ITA_088 : DISTRETTO 7,Standard Repair,Oven does not switch on
412260070,ITA_088 : DISTRETTO 7,Standard Repair,Oven light dims
151717005889,ITA_030 : DISTRETTO 1,Standard Repair,Component is dented / damaged
371031701494,ITA_043 : DISTRETTO 2,Standard Repair,Turntable not rotating - NOT AVOID - NA
999999999,ITA_006 : DISTRETTO 4,Standard Repair,Steam from the door
151627002984,ITA_043 : DISTRETTO 2,Standard Repair,Accessories / components / parts - broke
221604000008,ITA_043 : DISTRETTO 2,Installation,Control panel display fault - NA
701120504,ITA_030 : DISTRETTO 1,Installation,Oven does not heat
421036000021,ITA_008 : DISTRETTO 8,Standard Repair,Programming ok but it doesn't start
151540000638,ITA_017 : DISTRETTO 3,Installation,Sparks during cooking
703221178,ITA_071 : DISTRETTO 6,Standard Repair,Accessories / components / parts - broke
151634004846,ITA_017 : DISTRETTO 3,Standard Repair,Too noisy
151543005033,ITA_006 : DISTRETTO 4,Standard Repair,WH-DOOR on display
3109210,ITA_071 : DISTRETTO 6,R+1 Std (Maytag),Turntable not rotating - NOT AVOID - NA
151629005369,ITA_043 : DISTRETTO 2,Installation,Accessories / components / parts - broke
221615000006,ITA_030 : DISTRETTO 1,Product Substitution,Control panel display fault - NA
151547008457,ITA_006 : DISTRETTO 4,Product Substitution,Accessories / components / parts - broke
999999999,ITA_030 : DISTRETTO 1,Installation,Component is dented / damaged
999999999,ITA_030 : DISTRETTO 1,Installation,Component is dented / damaged
611081253,ITA_088 : DISTRETTO 7,Standard Repair,Noise: from rotating plate
371126701259,ITA_043 : DISTRETTO 2,Product Substitution,Oven does not switch on
151647002865,ITA_030 : DISTRETTO 1,Standard Repair,F2E1 on display
151706001090,ITA_030 : DISTRETTO 1,Standard Repair,Oven does not switch on
151718004944,ITA_043 : DISTRETTO 2,Non funz 1°utilizzo,Not assigned
703204419,ITA_071 : DISTRETTO 6,Standard Repair,Accessories / components / parts - broke
151614005528,ITA_006 : DISTRETTO 4,Standard Repair,It doesn't cook
151540000633,ITA_071 : DISTRETTO 6,Standard Repair,Too noisy
151703003071,ITA_017 : DISTRETTO 3,Standard Repair,F2E1 on display
421551008828,ITA_008 : DISTRETTO 8,Standard Repair,Oven does not switch on
151714003734,ITA_017 : DISTRETTO 3,Standard Repair,Delivered broken
703080424,ITA_088 : DISTRETTO 7,Standard Repair,Oven does not heat
151623001816,ITA_017 : DISTRETTO 3,Complex Repair,Oven does not switch on
151612000083,ITA_043 : DISTRETTO 2,Standard Repair,Oven does not switch on
151626002472,ITA_043 : DISTRETTO 2,Installation,Oven does not switch on
221620000002,ITA_092 : DISTRETTO 5,Installation,Control panel display fault - NA
151722005205,ITA_043 : DISTRETTO 2,Product Substitution,Control panel display fault - NA
409060060,ITA_006 : DISTRETTO 4,Product Substitution,Oven does not switch on
107213141,ITA_088 : DISTRETTO 7,Standard Repair,Fan
371207302791,ITA_092 : DISTRETTO 5,Standard Repair,Fan
151718003298,ITA_009 : DISTRETTO 9,Special Authorizatio,Fan
702079456,ITA_008 : DISTRETTO 8,Standard Repair,Oven does not heat
151504005890,ITA_009 : DISTRETTO 9,Special Authorizatio,Oven does not heat
151540002336,ITA_088 : DISTRETTO 7,Non funz 1°utilizzo,Not assigned
371104701772,ITA_092 : DISTRETTO 5,Installation,Door will not Open
1516420010,ITA_088 : DISTRETTO 7,Standard Repair,Appliance safety check / check-up - NA
151634004650,ITA_006 : DISTRETTO 4,Installation,Outer glass broken - PREORD - NA
221303033740,ITA_071 : DISTRETTO 6,Standard Repair,Oven does not switch on
502106543,ITA_088 : DISTRETTO 7,Standard Repair,It doesn't cook
503030279,ITA_017 : DISTRETTO 3,Standard Repair,Accessories / components / parts - broke
703100306,ITA_008 : DISTRETTO 8,Installation,Oven door not aligned
221620000006,ITA_043 : DISTRETTO 2,Installation,It doesn't cook
999999999,ITA_030 : DISTRETTO 1,Installation,Automatic programs duration time
999999999,ITA_071 : DISTRETTO 6,Installation,Product installation request - NA
151722000387,ITA_017 : DISTRETTO 3,Standard Repair,Component is dented / damaged
705022589,ITA_071 : DISTRETTO 6,Standard Repair,Component is dented / damaged
702039094,ITA_088 : DISTRETTO 7,Standard Repair,Too noisy
381615017411,ITA_071 : DISTRETTO 6,Standard Repair,It doesn't work
609145596,ITA_006 : DISTRETTO 4,Standard Repair,Oven does not heat
410150001,ITA_043 : DISTRETTO 2,Standard Repair,Oven does not heat
151618003673,ITA_092 : DISTRETTO 5,Standard Repair,Automatic programs duration time
371325700234,ITA_006 : DISTRETTO 4,Standard Repair,Sparks during cooking
421701002909,ITA_043 : DISTRETTO 2,Standard Repair,Accessories / components / parts - broke
511120112,ITA_006 : DISTRETTO 4,Standard Repair,Product installation request - NA
611042643,ITA_071 : DISTRETTO 6,Standard Repair,Oven does not switch on
151712002153,ITA_088 : DISTRETTO 7,Standard Repair,Automatic programs duration time
151722005190,ITA_017 : DISTRETTO 3,Standard Repair,It does not start
151543004988,ITA_009 : DISTRETTO 9,Installation,Door will not Open
151641008823,ITA_092 : DISTRETTO 5,Standard Repair,F2E1 on display
151644002559,ITA_092 : DISTRETTO 5,Standard Repair,Fan/light/turntable still ON after cooki
371417011432,ITA_017 : DISTRETTO 3,Standard Repair,Oven does not switch on
151705006197,ITA_017 : DISTRETTO 3,Standard Repair,Oven does not switch on
999999999,ITA_030 : DISTRETTO 1,Installation,Outer glass broken - PREORD - NA
999999999,ITA_006 : DISTRETTO 4,Installation,Accessories / components / parts - broke
151704006698,ITA_043 : DISTRETTO 2,Standard Repair,Oven does not heat
410306015135,ITA_008 : DISTRETTO 8,Standard Repair,It doesn't cook
151447004663,ITA_030 : DISTRETTO 1,Standard Repair,It doesn't cook
370738100011,ITA_071 : DISTRETTO 6,Standard Repair,Accessories / components / parts - broke
151540005452,ITA_030 : DISTRETTO 1,Standard Repair,Turntable not rotating - NOT AVOID - NA
151603005696,ITA_008 : DISTRETTO 8,Standard Repair,Oven does not heat
151719006386,ITA_088 : DISTRETTO 7,Installation,Product installation request - NA
221707000001,ITA_043 : DISTRETTO 2,Installation,Door will not Open
608181017,ITA_088 : DISTRETTO 7,Installation,Door will not Close
999999999,ITA_008 : DISTRETTO 8,Installation,Door will not Open
202091206,ITA_017 : DISTRETTO 3,Installation,Oven does not heat
999999999,ITA_088 : DISTRETTO 7,Installation,Oven door not aligned
609280263,ITA_088 : DISTRETTO 7,Installation,Door will not Open
151537007165,ITA_017 : DISTRETTO 3,Standard Repair,Steam from the door
371208701382,ITA_030 : DISTRETTO 1,Standard Repair,Too noisy
611250060,ITA_043 : DISTRETTO 2,Standard Repair,Oven does not switch on
999999999,ITA_088 : DISTRETTO 7,Standard Repair,Oven does not switch on
703080137,ITA_088 : DISTRETTO 7,Standard Repair,Accessories / components / parts - broke
151638004738,ITA_030 : DISTRETTO 1,Standard Repair,Component is dented / damaged
151706201224,ITA_0MI : LAB_MI,Standard Repair,Control panel display fault - NA
371416300203,ITA_017 : DISTRETTO 3,Installation,Oven door not aligned
609100515,ITA_092 : DISTRETTO 5,Installation,Emergency cut-out triggers
151722006321,ITA_006 : DISTRETTO 4,Standard Repair,Appliance dented / damaged
151724000915,ITA_092 : DISTRETTO 5,Standard Repair,F2E1 on display
703221072,ITA_071 : DISTRETTO 6,Product Substitution,Noisy
701100551,ITA_092 : DISTRETTO 5,Installation,Oven door not aligned
702099046,ITA_088 : DISTRETTO 7,Standard Repair,It doesn't cook
371337005077,ITA_017 : DISTRETTO 3,Standard Repair,Appliance safety check / check-up - NA
371009303820,ITA_092 : DISTRETTO 5,Standard Repair,It doesn't cook
601120189,ITA_043 : DISTRETTO 2,Standard Repair,Touch screen has no sensitivity
151610000192,ITA_017 : DISTRETTO 3,Standard Repair,Accessories / components / parts - broke
151641005673,ITA_017 : DISTRETTO 3,Standard Repair,F2E1 on display
370922701998,ITA_017 : DISTRETTO 3,Standard Repair,Oven does not heat
702120012,ITA_030 : DISTRETTO 1,Installation,Component is dented / damaged
151641006690,ITA_043 : DISTRETTO 2,Product Substitution,F2E1 on display
371009303820,ITA_092 : DISTRETTO 5,Standard Repair,Error code (write in text) NA - NA
151722004972,ITA_008 : DISTRETTO 8,Standard Repair,Accessories / components / parts - broke
703220881,ITA_030 : DISTRETTO 1,Installation,Product installation request - NA
151712007723,ITA_017 : DISTRETTO 3,Standard Repair,Appliance safety check / check-up - NA
151540002351,ITA_071 : DISTRETTO 6,Standard Repair,F2E1 on display
151707002654,ITA_0MI : LAB_MI,Standard Repair,Control panel display fault - NA
370706700892,ITA_088 : DISTRETTO 7,Standard Repair,Plate doesn't turn
371212303101,ITA_043 : DISTRETTO 2,Standard Repair,It doesn't work
702130816,ITA_006 : DISTRETTO 4,Dif da Logistica WH,Not assigned
151722001505,ITA_006 : DISTRETTO 4,Dif da Logistica WH,Not assigned
151703003052,ITA_006 : DISTRETTO 4,Dif da Logistica WH,Not assigned
702040735,ITA_006 : DISTRETTO 4,Dif da Logistica WH,Not assigned
371119301182,ITA_017 : DISTRETTO 3,Six Month Spares,Emergency cut-out triggers
603110283,ITA_088 : DISTRETTO 7,Standard Repair,Programs not very visible on display
703295452,ITA_017 : DISTRETTO 3,Product Substitution,Door will not Open
604161142,ITA_092 : DISTRETTO 5,Standard Repair,Front panel damaged / dented - PREORD -
601261236,ITA_088 : DISTRETTO 7,Standard Repair,Oven door not aligned
151508003724,ITA_088 : DISTRETTO 7,Product Substitution,WH-DOOR on display
999999999,ITA_030 : DISTRETTO 1,Complex Repair,Sparks during cooking
701110196,ITA_017 : DISTRETTO 3,Standard Repair,Door will not Open
701100092,ITA_008 : DISTRETTO 8,Standard Repair,Oven door not aligned
405130291,ITA_008 : DISTRETTO 8,Installation,Oven door not aligned
151606009130,ITA_006 : DISTRETTO 4,Complex Repair,F2E1 on display
371512702841,ITA_030 : DISTRETTO 1,Installation,F2E1 on display
151715001307,ITA_043 : DISTRETTO 2,Product Substitution,Door will not Open
999999999,ITA_030 : DISTRETTO 1,R+1 Std (Maytag),Oven door not aligned
611250434,ITA_088 : DISTRETTO 7,Dif estetici esposiz,Not assigned
607129313,ITA_006 : DISTRETTO 4,Product Substitution,Door will not Open
999999999,ITA_017 : DISTRETTO 3,Standard Repair,F2E1 on display
371335004999,ITA_0MI : LAB_MI,Product Substitution,Oven door not aligned
702120584,ITA_088 : DISTRETTO 7,Product Substitution,Not assigned
221416000003,ITA_008 : DISTRETTO 8,Product Substitution,Oven does not switch on
611250680,ITA_008 : DISTRETTO 8,Installation,Sparks during cooking
151705001879,ITA_008 : DISTRETTO 8,Standard Repair,Control panel display fault - NA
151511007866,ITA_017 : DISTRETTO 3,Standard Repair,Too noisy
370611700791,ITA_017 : DISTRETTO 3,R+1 Std (Maytag),It doesn't work
151705006472,ITA_006 : DISTRETTO 4,Standard Repair,Oven light dims
371105700362,ITA_088 : DISTRETTO 7,R+1 Std (Maytag),Burnt fuse
6150006,ITA_017 : DISTRETTO 3,Standard Repair,Food cooking
410160039,ITA_017 : DISTRETTO 3,Product Substitution,Control panel display fault - NA
704180743,ITA_008 : DISTRETTO 8,Standard Repair,Component is dented / damaged
151520007466,ITA_017 : DISTRETTO 3,Standard Repair,Too noisy
704180665,ITA_017 : DISTRETTO 3,Product Substitution,Component is dented / damaged
603020396,ITA_008 : DISTRETTO 8,Product Substitution,Component is dented / damaged
371414003439,ITA_092 : DISTRETTO 5,Standard Repair,F2E1 on display
151511007860,ITA_043 : DISTRETTO 2,Standard Repair,Automatic programs duration time
508030095,ITA_030 : DISTRETTO 1,Installation,Plate doesn't turn
508030482,ITA_088 : DISTRETTO 7,Product Substitution,Oven does not heat
702120562,ITA_071 : DISTRETTO 6,Product Substitution,Component is dented / damaged
151630001768,ITA_043 : DISTRETTO 2,Product Substitution,It doesn't cook
371118701373,ITA_030 : DISTRETTO 1,Standard Repair,It doesn't work
151702003935,ITA_008 : DISTRETTO 8,Standard Repair,Oven does not switch on
701100064,ITA_017 : DISTRETTO 3,Product Substitution,Oven does not switch on
507080925,ITA_088 : DISTRETTO 7,Product Substitution,Turntable not rotating - NOT AVOID - NA
151602009126,ITA_008 : DISTRETTO 8,Standard Repair,It doesn't cook
371208303659,ITA_092 : DISTRETTO 5,Standard Repair,It doesn't cook
999999999,ITA_0MI : LAB_MI,R+1 Std (Maytag),It doesn't cook
705252383,ITA_092 : DISTRETTO 5,Standard Repair,Plate doesn't turn
702069419,ITA_043 : DISTRETTO 2,Standard Repair,Turntable not rotating - NOT AVOID - NA
605180585,ITA_017 : DISTRETTO 3,Standard Repair,Oven does not heat
371001700182,ITA_071 : DISTRETTO 6,Standard Repair,Sparks during cooking
371224394646,ITA_030 : DISTRETTO 1,Standard Repair,WH-DOOR on display
203070017,ITA_008 : DISTRETTO 8,Installation,Oven door not aligned
221603000005,ITA_092 : DISTRETTO 5,Installation,Oven does not heat
606230096,ITA_008 : DISTRETTO 8,Installation,F2E1 on display
221713800006,ITA_088 : DISTRETTO 7,Installation,Door will not Open
151702002916,ITA_017 : DISTRETTO 3,Installation,Control panel display fault - NA
151725000715,ITA_017 : DISTRETTO 3,Standard Repair,Oven does not heat
999999999,ITA_030 : DISTRETTO 1,Installation,Oven door not aligned
999999999,ITA_006 : DISTRETTO 4,Standard Repair,Emergency cut-out triggers
151543005039,ITA_092 : DISTRETTO 5,Standard Repair,Oven does not switch on
611255093,ITA_043 : DISTRETTO 2,Standard Repair,Oven does not heat
151621007376,ITA_017 : DISTRETTO 3,Installation,Oven door not aligned
151719008281,ITA_017 : DISTRETTO 3,Installation,Accessories / components / parts - broke
151722005025,ITA_092 : DISTRETTO 5,Installation,Oven does not switch on
221614000009,ITA_043 : DISTRETTO 2,Installation,Accessories / components / parts - broke
151612002504,ITA_030 : DISTRETTO 1,Standard Repair,Control panel display fault - NA
151536004079,ITA_017 : DISTRETTO 3,Standard Repair,Accessories / components / parts - broke
151640003767,ITA_071 : DISTRETTO 6,Built In Free Test,Appliance safety check / check-up - NA
703221072,ITA_071 : DISTRETTO 6,Installation,Noisy
151707002603,ITA_088 : DISTRETTO 7,Standard Repair,Oven does not heat
601120353,ITA_088 : DISTRETTO 7,Installation,Oven light dims
704268824,ITA_009 : DISTRETTO 9,Non funz 1°utilizzo,Not assigned
706160625,ITA_009 : DISTRETTO 9,Installation,Accessories / components / parts - broke
151449005425,ITA_017 : DISTRETTO 3,Standard Repair,Automatic programs duration time
151628002988,ITA_043 : DISTRETTO 2,Installation,Touch screen has no sensitivity
701120186,ITA_088 : DISTRETTO 7,Dif da Logist Trade,Not assigned
371007700095,ITA_043 : DISTRETTO 2,Six Month Spares,F2E1 on display
151544008934,ITA_043 : DISTRETTO 2,Standard Repair,Component is dented / damaged
151618007471,ITA_017 : DISTRETTO 3,Non funz 1°utilizzo,Not assigned
151602001608,ITA_043 : DISTRETTO 2,Complex Repair,Control panel display fault - NA
151606091340,ITA_017 : DISTRETTO 3,Standard Repair,Error code (write in text) NA - NA
370802700060,ITA_006 : DISTRETTO 4,Standard Repair,Turntable not rotating - NOT AVOID - NA
704180909,ITA_008 : DISTRETTO 8,Standard Repair,Oven does not switch on
141610019189,ITA_017 : DISTRETTO 3,Standard Repair,Appliance safety check / check-up - NA
703220126,ITA_006 : DISTRETTO 4,Installation,Component is dented / damaged
221615000006,ITA_030 : DISTRETTO 1,Installation,Control panel display fault - NA
221,ITA_043 : DISTRETTO 2,R+1 Std (Maytag),Oven does not switch on
611030654,ITA_088 : DISTRETTO 7,Product Substitution,Not assigned
151705006162,ITA_043 : DISTRETTO 2,Product Substitution,Not assigned
704180353,ITA_043 : DISTRETTO 2,Installation,Oven does not heat
703220533,ITA_088 : DISTRETTO 7,Standard Repair,Accessories / components / parts - broke
151636009105,ITA_030 : DISTRETTO 1,Standard Repair,Oven does not switch on
611081248,ITA_071 : DISTRETTO 6,Standard Repair,Accessories / components / parts - broke
151537002122,ITA_017 : DISTRETTO 3,Standard Repair,Oven does not switch on
151514004723,ITA_006 : DISTRETTO 4,Standard Repair,Oven does not heat
151636008454,ITA_008 : DISTRETTO 8,Standard Repair,Control panel display fault - NA
999999999,ITA_043 : DISTRETTO 2,Standard Repair,Oven does not heat
151704006064,ITA_030 : DISTRETTO 1,Product Substitution,Not assigned
371238303971,ITA_008 : DISTRETTO 8,Standard Repair,Accessories / components / parts - broke
705059983,ITA_088 : DISTRETTO 7,Standard Repair,Touch screen has no sensitivity
999999999,ITA_043 : DISTRETTO 2,Standard Repair,Accessories / components / parts - broke
151624004402,ITA_009 : DISTRETTO 9,Standard Repair,F2E1 on display
151722005205,ITA_043 : DISTRETTO 2,Installation,Control panel display fault - NA
151641006690,ITA_043 : DISTRETTO 2,Installation,F2E1 on display
151703001165,ITA_092 : DISTRETTO 5,Standard Repair,Oven light dims
704180909,ITA_088 : DISTRETTO 7,Product Substitution,Not assigned
Not assigned,ITA_071 : DISTRETTO 6,Standard Repair,Plate doesn't turn
603020482,ITA_008 : DISTRETTO 8,Installation,Component is dented / damaged
999999999,ITA_043 : DISTRETTO 2,Installation,Product installation request - NA
151722005190,ITA_017 : DISTRETTO 3,Standard Repair,Oven does not switch on
151643003854,ITA_006 : DISTRETTO 4,Standard Repair,F2E1 on display
703220166,ITA_071 : DISTRETTO 6,Complex Repair,Not assigned
151630001768,ITA_043 : DISTRETTO 2,Installation,It doesn't cook
507080925,ITA_088 : DISTRETTO 7,Installation,Turntable not rotating - NOT AVOID - NA
412260070,ITA_088 : DISTRETTO 7,Product Substitution,Oven light dims
603090261,ITA_092 : DISTRETTO 5,Standard Repair,Oven does not switch on
999999999,ITA_006 : DISTRETTO 4,Standard Repair,Oven does not heat
151702002916,ITA_017 : DISTRETTO 3,Standard Repair,Oven does not switch on
702018738,ITA_008 : DISTRETTO 8,Standard Repair,Accessories / components / parts - broke
151719006390,ITA_017 : DISTRETTO 3,Product Substitution,Not assigned
409240271,ITA_017 : DISTRETTO 3,Standard Repair,Oven does not switch on
151710001808,ITA_092 : DISTRETTO 5,Product Substitution,Not assigned
151714003735,ITA_092 : DISTRETTO 5,Product Substitution,Not assigned
151636008376,ITA_071 : DISTRETTO 6,Standard Repair,It doesn't cook
151638000900,ITA_043 : DISTRETTO 2,Product Substitution,Not assigned
151722004845,ITA_030 : DISTRETTO 1,Standard Repair,Turntable not rotating - NOT AVOID - NA
151717001129,ITA_071 : DISTRETTO 6,Standard Repair,F2E1 on display
151602005369,ITA_071 : DISTRETTO 6,Built In Free Test,Appliance safety check / check-up - NA
221416000003,ITA_008 : DISTRETTO 8,Installation,Oven does not switch on
151641008276,ITA_043 : DISTRETTO 2,Standard Repair,F2E1 on display
151603001586,ITA_043 : DISTRETTO 2,Standard Repair,Oven does not heat
370703701530,ITA_017 : DISTRETTO 3,R+1 Std (Maytag),Oven does not switch on
704288958,ITA_008 : DISTRETTO 8,Standard Repair,Control panel display fault - NA
703220671,ITA_092 : DISTRETTO 5,Standard Repair,Accessories / components / parts - broke
151724007474,ITA_017 : DISTRETTO 3,Standard Repair,Oven does not heat
704180352,ITA_071 : DISTRETTO 6,Standard Repair,Oven does not switch on
999999999,ITA_017 : DISTRETTO 3,Installation,Oven does not switch on
151528007169,ITA_088 : DISTRETTO 7,Standard Repair,Oven does not switch on
151719006393,ITA_043 : DISTRETTO 2,Standard Repair,Oven does not switch on
151712005608,ITA_088 : DISTRETTO 7,Standard Repair,Component is dented / damaged
151723009206,ITA_017 : DISTRETTO 3,Installation,Oven does not switch on
371318701114,ITA_008 : DISTRETTO 8,Standard Repair,Too noisy
151445002762,ITA_071 : DISTRETTO 6,Standard Repair,F2E1 on display
371024700931,ITA_043 : DISTRETTO 2,R+1 Std (Maytag),Error code (write in text) NA - NA
151728006656,ITA_043 : DISTRETTO 2,Standard Repair,Fan
151547002279,ITA_030 : DISTRETTO 1,Product Substitution,Appliance safety check / check-up - NA
151703005855,ITA_043 : DISTRETTO 2,Standard Repair,Too noisy
151725006455,ITA_017 : DISTRETTO 3,Non funz 1°utilizzo,Not assigned
151705001879,ITA_008 : DISTRETTO 8,Product Substitution,Oven does not heat
151711005803,ITA_092 : DISTRETTO 5,Standard Repair,Oven does not heat
999999999,ITA_017 : DISTRETTO 3,Six Month Spares,Oven door not aligned
371105700538,ITA_043 : DISTRETTO 2,Standard Repair,It doesn't cook
151716006487,ITA_006 : DISTRETTO 4,Standard Repair,Oven light dims
610250058,ITA_088 : DISTRETTO 7,Standard Repair,Emergency cut-out triggers
151706003468,ITA_017 : DISTRETTO 3,Standard Repair,Too noisy
151647001220,ITA_017 : DISTRETTO 3,Standard Repair,Oven does not switch on
612146685,ITA_043 : DISTRETTO 2,Standard Repair,Oven does not switch on
611250069,ITA_071 : DISTRETTO 6,Standard Repair,Cooking not evenly
151536005569,ITA_017 : DISTRETTO 3,Standard Repair,Accessories / components / parts - broke
611250199,ITA_017 : DISTRETTO 3,Standard Repair,Accessories / components / parts - broke
702120378,ITA_017 : DISTRETTO 3,Standard Repair,Emergency cut-out triggers
601190113,ITA_030 : DISTRETTO 1,Standard Repair,Component is dented / damaged
151722004821,ITA_006 : DISTRETTO 4,Dif da Logistica WH,Not assigned
151714001348,ITA_006 : DISTRETTO 4,Dif da Logistica WH,Not assigned
151537001203,ITA_006 : DISTRETTO 4,Dif da Logistica WH,Not assigned
151708003452,ITA_006 : DISTRETTO 4,Dif da Logistica WH,Not assigned
371403700250,ITA_088 : DISTRETTO 7,Standard Repair,Turntable not rotating - NOT AVOID - NA
203012946,ITA_006 : DISTRETTO 4,No accessories,Not assigned
609280277,ITA_006 : DISTRETTO 4,Dif da Logist Trade,Not assigned
141540007362,ITA_006 : DISTRETTO 4,Dif da Logist Trade,Not assigned
608180358,ITA_006 : DISTRETTO 4,Dif da Logistica WH,Not assigned
151552003752,ITA_017 : DISTRETTO 3,Dif da Logistica WH,Door will not Open
371210701593,ITA_017 : DISTRETTO 3,Dif da Logistica WH,Door will not Open
151546000745,ITA_017 : DISTRETTO 3,Product Substitution,Door will not Open
705292871,ITA_017 : DISTRETTO 3,Product Substitution,Door will not Open
601050343,ITA_017 : DISTRETTO 3,Dif da Logistica WH,Door will not Open
371149701568,ITA_092 : DISTRETTO 5,Product Substitution,Outer glass broken - PREORD - NA
151619003078,ITA_092 : DISTRETTO 5,Product Substitution,Not assigned
603020410,ITA_008 : DISTRETTO 8,Product Substitution,Door will not Open
604050131,ITA_043 : DISTRETTO 2,Product Substitution,Oven door not aligned
610200093,ITA_043 : DISTRETTO 2,Product Substitution,Door will not Open
151628006060,ITA_043 : DISTRETTO 2,Product Substitution,Not assigned
151524001650,ITA_043 : DISTRETTO 2,Product Substitution,Not assigned
604050139,ITA_030 : DISTRETTO 1,Product Substitution,Control panel display fault - NA
151615005890,ITA_006 : DISTRETTO 4,Standard Repair,Door will not Open
