SERIALNUMBER,SERVICEAREA,SERVICETYPE,SYMPTOMCODE
507080950,ITA_088 : DISTRETTO 7,Standard Repair,Door will not Open
509030299,ITA_088 : DISTRETTO 7,Standard Repair,Door will not Open
151620006463,ITA_088 : DISTRETTO 7,Standard Repair,Other problem
999999999,ITA_043 : DISTRETTO 2,Standard Repair,Other problem
370951700583,ITA_071 : DISTRETTO 6,Standard Repair,Other problem
371334002330,ITA_006 : DISTRETTO 4,Standard Repair,Other problem
Not assigned,ITA_088 : DISTRETTO 7,Standard Repair,Other problem
604050095,ITA_088 : DISTRETTO 7,Standard Repair,Component is dented / damaged
371209701823,ITA_009 : DISTRETTO 9,Standard Repair,Other problem
609100228,ITA_043 : DISTRETTO 2,Product Substitution,Not assigned
371418007564,ITA_030 : DISTRETTO 1,Standard Repair,Outer glass broken - PREORD - NA
Not assigned,ITA_071 : DISTRETTO 6,R+1 Std (Maytag),Outer glass broken - PREORD - NA
151544005476,ITA_088 : DISTRETTO 7,Standard Repair,Steam from the door
512030192,ITA_043 : DISTRETTO 2,Standard Repair,Requires Connection / Installation ( Con
151635006047,ITA_092 : DISTRETTO 5,Standard Repair,Oven does not heat
507290520,ITA_0MI : LAB_MI,Product Substitution,Plate doesn't turn
151638001105,ITA_030 : DISTRETTO 1,Product Substitution,Not assigned
151610001607,ITA_006 : DISTRETTO 4,Product Substitution,Use for JLP bulk booking's - NA
151527005209,ITA_017 : DISTRETTO 3,Standard Repair,Oven does not switch on
371348001061,ITA_006 : DISTRETTO 4,Standard Repair,Oven does not switch on
371303304172,ITA_071 : DISTRETTO 6,Standard Repair,Oven does not heat
151617004704,ITA_030 : DISTRETTO 1,Standard Repair,Use for JLP bulk booking's - NA
611152864,ITA_017 : DISTRETTO 3,Non funz 1°utilizzo,Not assigned
370926304514,ITA_006 : DISTRETTO 4,Standard Repair,It doesn't cook
605180120,ITA_017 : DISTRETTO 3,Product Substitution,Door will not Open
151619003185,ITA_006 : DISTRETTO 4,Product Substitution,Not assigned
151617004636,ITA_006 : DISTRETTO 4,Product Substitution,Not assigned
151530003197,ITA_006 : DISTRETTO 4,Complex Repair,It doesn't cook
371206306102,ITA_088 : DISTRETTO 7,Standard Repair,Oven door not aligned
Not assigned,ITA_017 : DISTRETTO 3,Standard Repair,Plate doesn't turn
151610004086,ITA_043 : DISTRETTO 2,Standard Repair,Outer glass broken - PREORD - NA
371114700320,ITA_006 : DISTRETTO 4,Standard Repair,Plate doesn't turn
999999999,ITA_0MI : LAB_MI,Standard Repair,Door will not Open
371318701114,ITA_008 : DISTRETTO 8,Standard Repair,Outer glass broken - PREORD - NA
151507007778,ITA_043 : DISTRETTO 2,Standard Repair,Oven door not aligned
504300086,ITA_092 : DISTRETTO 5,Standard Repair,Component is dented / damaged
371203701152,ITA_030 : DISTRETTO 1,Standard Repair,Outer glass broken - PREORD - NA
371035701598,ITA_0MI : LAB_MI,R+1 Std (Maytag),Oven door not aligned
371211700318,ITA_088 : DISTRETTO 7,Standard Repair,Door will not Close
151637006202,ITA_092 : DISTRETTO 5,Product Substitution,Not assigned
151641008764,ITA_092 : DISTRETTO 5,Product Substitution,Not assigned
151638005445,ITA_092 : DISTRETTO 5,Product Substitution,Not assigned
151604008892,ITA_092 : DISTRETTO 5,Standard Repair,Oven does not switch on
151641003830,ITA_006 : DISTRETTO 4,Standard Repair,F2E1 on display
209052602,ITA_071 : DISTRETTO 6,Standard Repair,Oven does not switch on
151549005420,ITA_043 : DISTRETTO 2,Standard Repair,F2E1 on display
151526002971,ITA_071 : DISTRETTO 6,Standard Repair,Accessories / components / parts - broke
501290089,ITA_092 : DISTRETTO 5,Standard Repair,Door will not Open
609100620,ITA_043 : DISTRETTO 2,Standard Repair,Oven does not heat
999999999,ITA_071 : DISTRETTO 6,Standard Repair,F2E1 on display
151543005004,ITA_043 : DISTRETTO 2,Standard Repair,Door will not Open
371414000384,ITA_006 : DISTRETTO 4,Product Substitution,Door will not Open
999999999,ITA_009 : DISTRETTO 9,Standard Repair,Oven door not aligned
999999999,ITA_0MI : LAB_MI,Standard Repair,Oven door not aligned
151642004152,ITA_017 : DISTRETTO 3,Standard Repair,Oven does not heat
10061395,ITA_043 : DISTRETTO 2,Standard Repair,It doesn't cook
151616006680,ITA_008 : DISTRETTO 8,Complex Repair,It doesn't cook
151517007784,ITA_017 : DISTRETTO 3,Standard Repair,Oven does not heat
511190026,ITA_030 : DISTRETTO 1,Standard Repair,Oven door not aligned
151634002179,ITA_017 : DISTRETTO 3,Product Substitution,Not assigned
151641008269,ITA_071 : DISTRETTO 6,Product Substitution,Not assigned
151635005912,ITA_071 : DISTRETTO 6,Product Substitution,Not assigned
151523003198,ITA_071 : DISTRETTO 6,Product Substitution,Not assigned
371423009938,ITA_071 : DISTRETTO 6,Product Substitution,Not assigned
151636003283,ITA_071 : DISTRETTO 6,Product Substitution,Not assigned
151615005921,ITA_071 : DISTRETTO 6,Product Substitution,Not assigned
507290822,ITA_030 : DISTRETTO 1,Product Substitution,Oven door not aligned
151627001273,ITA_017 : DISTRETTO 3,Standard Repair,Door will not Close
151638002749,ITA_017 : DISTRETTO 3,Standard Repair,Control panel display fault - NA
421447011112,ITA_009 : DISTRETTO 9,Standard Repair,Oven door not aligned
151602001585,ITA_043 : DISTRETTO 2,Standard Repair,Oven does not heat
999999999,ITA_088 : DISTRETTO 7,Standard Repair,Door will not Close
151606009144,ITA_0MI : LAB_MI,Standard Repair,Oven door not aligned
341506306152,ITA_006 : DISTRETTO 4,Standard Repair,Door will not Open
608180732,ITA_017 : DISTRETTO 3,Complex Repair,Not assigned
371223301605,ITA_030 : DISTRETTO 1,Standard Repair,Oven door not aligned
501290082,ITA_017 : DISTRETTO 3,Standard Repair,Component is dented / damaged
151544005476,ITA_088 : DISTRETTO 7,Standard Repair,Steam from the door
220001000001,ITA_030 : DISTRETTO 1,Standard Repair,Outer glass broken - PREORD - NA
151641006682,ITA_030 : DISTRETTO 1,Standard Repair,Oven door not aligned
151627006554,ITA_006 : DISTRETTO 4,Standard Repair,It doesn't cook
151610001622,ITA_017 : DISTRETTO 3,Standard Repair,Turntable not rotating - NOT AVOID - NA
151612002548,ITA_017 : DISTRETTO 3,Standard Repair,Oven does not switch on
503030586,ITA_017 : DISTRETTO 3,Standard Repair,Emergency cut-out triggers
151546005994,ITA_043 : DISTRETTO 2,Special Authorizatio,Not assigned
202030622,ITA_043 : DISTRETTO 2,Standard Repair,Control panel display fault - NA
305151015,ITA_043 : DISTRETTO 2,Standard Repair,Oven does not switch on
501140270,ITA_092 : DISTRETTO 5,Standard Repair,Oven door not aligned
701053877,ITA_030 : DISTRETTO 1,Standard Repair,Accessories / components / parts - broke
151537010021,ITA_092 : DISTRETTO 5,Standard Repair,Oven door not aligned
603050187,ITA_0MI : LAB_MI,Product Substitution,Oven door not aligned
421410015690,ITA_006 : DISTRETTO 4,Standard Repair,Oven does not switch on
151518003750,ITA_030 : DISTRETTO 1,Standard Repair,Control panel display fault - NA
999999999,ITA_088 : DISTRETTO 7,Standard Repair,Oven light dims
151508002322,ITA_071 : DISTRETTO 6,Standard Repair,Oven door not aligned
610101304,ITA_017 : DISTRETTO 3,Standard Repair,Oven does not heat
610250415,ITA_043 : DISTRETTO 2,Standard Repair,Oven does not heat
151546000757,ITA_043 : DISTRETTO 2,Standard Repair,Automatic programs duration time
371149701568,ITA_092 : DISTRETTO 5,Standard Repair,Outer glass broken - PREORD - NA
405112369,ITA_017 : DISTRETTO 3,Product Substitution,NO-DISPLAY
371323701062,ITA_006 : DISTRETTO 4,Standard Repair,Oven door not aligned
406080710,ITA_017 : DISTRETTO 3,Six Month Spares,Too noisy
371323005095,ITA_071 : DISTRETTO 6,Standard Repair,Steam from the door
151535003021,ITA_017 : DISTRETTO 3,Complex Repair,Oven door not aligned
610200508,ITA_030 : DISTRETTO 1,Standard Repair,Door will not Open
371148701271,ITA_043 : DISTRETTO 2,Standard Repair,Oven does not heat
903230336,ITA_043 : DISTRETTO 2,Standard Repair,Steam from the door
151608002107,ITA_071 : DISTRETTO 6,Standard Repair,Oven door not aligned
151536007294,ITA_017 : DISTRETTO 3,Standard Repair,Oven door not aligned
606040746,ITA_088 : DISTRETTO 7,Product Substitution,Oven does not heat
151601001345,ITA_008 : DISTRETTO 8,Standard Repair,Accessories / components / parts - broke
601120064,ITA_088 : DISTRETTO 7,Standard Repair,Control panel display fault - NA
151535005388,ITA_043 : DISTRETTO 2,Standard Repair,Oven door not aligned
999999999,ITA_030 : DISTRETTO 1,Installation,Outer glass damaged - PREORD - NA
505160035,ITA_043 : DISTRETTO 2,Installation,Oven door not aligned
371328302551,ITA_017 : DISTRETTO 3,Standard Repair,Oven door not aligned
151627002961,ITA_088 : DISTRETTO 7,Standard Repair,Component is dented / damaged
999999999,ITA_030 : DISTRETTO 1,Standard Repair,Oven does not heat
151703003945,ITA_030 : DISTRETTO 1,Installation,Door will not Open
604051700,ITA_017 : DISTRETTO 3,Standard Repair,It doesn't cook
371423010114,ITA_009 : DISTRETTO 9,Standard Repair,Oven door not aligned
999999999,ITA_030 : DISTRETTO 1,Standard Repair,Oven door not aligned
151704000409,ITA_017 : DISTRETTO 3,Standard Repair,Door will not Open
999999999,ITA_071 : DISTRETTO 6,Standard Repair,Noise: from rotating plate
371106700247,ITA_043 : DISTRETTO 2,R+1 Std (Maytag),Oven door not aligned
151618001706,ITA_006 : DISTRETTO 4,Dif da Logistica WH,Not assigned
151634002322,ITA_088 : DISTRETTO 7,Standard Repair,F2E1 on display
371212700026,ITA_006 : DISTRETTO 4,Standard Repair,Oven door not aligned
151603005677,ITA_088 : DISTRETTO 7,Standard Repair,Door will not Open
999999999,ITA_043 : DISTRETTO 2,Standard Repair,Oven does not heat
151642004231,ITA_088 : DISTRETTO 7,Product Substitution,Not assigned
505150501,ITA_043 : DISTRETTO 2,Standard Repair,Accessories / components / parts - broke
370835702343,ITA_092 : DISTRETTO 5,Standard Repair,Oven does not switch on
151530010130,ITA_017 : DISTRETTO 3,Built In Free Test,Appliance safety check / check-up - NA
999999999,ITA_0MI : LAB_MI,Standard Repair,Oven door not aligned
701100269,ITA_006 : DISTRETTO 4,Standard Repair,Component is dented / damaged
151537001511,ITA_017 : DISTRETTO 3,Standard Repair,Outer glass broken - PREORD - NA
151629005370,ITA_043 : DISTRETTO 2,Standard Repair,Door will not Close
151509007556,ITA_043 : DISTRETTO 2,Standard Repair,Oven does not heat
151616004643,ITA_006 : DISTRETTO 4,Standard Repair,Control panel display fault - NA
509030466,ITA_088 : DISTRETTO 7,Installation,Oven does not heat
512030012,ITA_008 : DISTRETTO 8,Product Substitution,Accessories / components / parts - broke
151602006203,ITA_043 : DISTRETTO 2,Standard Repair,Oven does not switch on
421410015748,ITA_092 : DISTRETTO 5,Standard Repair,It doesn't cook
151624005357,ITA_017 : DISTRETTO 3,Standard Repair,Oven does not heat
802168431,ITA_043 : DISTRETTO 2,R+1 Std (Maytag),Oven door not aligned
371226301688,ITA_030 : DISTRETTO 1,Standard Repair,Outer glass broken - PREORD - NA
610219740,ITA_092 : DISTRETTO 5,Standard Repair,Oven does not switch on
371226307175,ITA_017 : DISTRETTO 3,Standard Repair,Outer glass broken - PREORD - NA
421447011528,ITA_092 : DISTRETTO 5,Standard Repair,Oven does not switch on
370617700610,ITA_043 : DISTRETTO 2,Standard Repair,Turnplate turns in both directions
15170700279,ITA_006 : DISTRETTO 4,Installation,Door will not Open
151602005571,ITA_043 : DISTRETTO 2,Standard Repair,Turntable not rotating - NOT AVOID - NA
151609002327,ITA_006 : DISTRETTO 4,Standard Repair,F2E1 on display
509030541,ITA_008 : DISTRETTO 8,Standard Repair,Appliance dented / damaged
Not assigned,ITA_030 : DISTRETTO 1,Standard Repair,Oven does not heat
999999999,ITA_030 : DISTRETTO 1,Standard Repair,Oven does not switch on
371132701045,ITA_017 : DISTRETTO 3,Standard Repair,Oven door not aligned
608180801,ITA_088 : DISTRETTO 7,Non funz 1°utilizzo,Not assigned
610148405,ITA_088 : DISTRETTO 7,Standard Repair,Oven door not aligned
151540002874,ITA_092 : DISTRETTO 5,Standard Repair,Oven door not aligned
512030267,ITA_088 : DISTRETTO 7,Standard Repair,Oven does not switch on
151641003808,ITA_017 : DISTRETTO 3,Standard Repair,Component is dented / damaged
151703006085,ITA_043 : DISTRETTO 2,Special Authorizatio,Oven door not aligned
999999999,ITA_071 : DISTRETTO 6,Standard Repair,Door will not Open
603020410,ITA_008 : DISTRETTO 8,Installation,Accessories / components / parts - broke
606040677,ITA_071 : DISTRETTO 6,Standard Repair,Accessories / components / parts - broke
151635000035,ITA_088 : DISTRETTO 7,Standard Repair,Oven door not aligned
609095072,ITA_071 : DISTRETTO 6,Product Substitution,Not assigned
151642004206,ITA_0MI : LAB_MI,Standard Repair,Too noisy
999999999,ITA_092 : DISTRETTO 5,Standard Repair,Door will not Close
999999999,ITA_088 : DISTRETTO 7,Installation,Oven does not heat
999999999,ITA_043 : DISTRETTO 2,Installation,Use for JLP bulk booking's - NA
505060262,ITA_071 : DISTRETTO 6,Standard Repair,Accessories / components / parts - broke
603040598,ITA_043 : DISTRETTO 2,Standard Repair,Accessories / components / parts - broke
151540002357,ITA_017 : DISTRETTO 3,Standard Repair,Oven does not switch on
151635003875,ITA_009 : DISTRETTO 9,Standard Repair,Accessories / components / parts - broke
151642004233,ITA_017 : DISTRETTO 3,Standard Repair,Too noisy
411195222,ITA_043 : DISTRETTO 2,Standard Repair,Sparks during cooking
421532011000,ITA_008 : DISTRETTO 8,Standard Repair,It doesn't cook
370933303467,ITA_006 : DISTRETTO 4,Standard Repair,Outer glass broken - PREORD - NA
421328012599,ITA_043 : DISTRETTO 2,Standard Repair,It doesn't work
221630000001,ITA_071 : DISTRETTO 6,Standard Repair,Door will not Open
151520005974,ITA_088 : DISTRETTO 7,Product Substitution,Not assigned
309050025,ITA_088 : DISTRETTO 7,Standard Repair,It doesn't cook
151608004404,ITA_043 : DISTRETTO 2,Built In Free Test,Appliance safety check / check-up - NA
999999999,ITA_009 : DISTRETTO 9,Standard Repair,Door will not Open
701107188,ITA_030 : DISTRETTO 1,Standard Repair,Oven does not switch on
151604004055,ITA_071 : DISTRETTO 6,Standard Repair,Too noisy
151619003186,ITA_030 : DISTRETTO 1,Standard Repair,Door will not Open
151649002144,ITA_043 : DISTRETTO 2,Standard Repair,Oven does not switch on
607129303,ITA_071 : DISTRETTO 6,Standard Repair,Accessories / components / parts - broke
606041672,ITA_017 : DISTRETTO 3,Product Substitution,Door will not Open
151520001115,ITA_006 : DISTRETTO 4,Standard Repair,Accessories / components / parts - broke
999999999,ITA_043 : DISTRETTO 2,Installation,Front panel damaged / dented - PREORD -
999999999,ITA_043 : DISTRETTO 2,R+1 Std (Maytag),Oven door not aligned
303080100,ITA_071 : DISTRETTO 6,Standard Repair,Door will not Open
502025345,ITA_017 : DISTRETTO 3,Standard Repair,Oven door not aligned
151634008901,ITA_017 : DISTRETTO 3,Installation,Oven door not aligned
203213199,ITA_071 : DISTRETTO 6,Special Authorizatio,Automatic programs duration time
371242700889,ITA_017 : DISTRETTO 3,Standard Repair,Oven does not heat
999999999,ITA_043 : DISTRETTO 2,Standard Repair,Oven door not aligned
151616004507,ITA_017 : DISTRETTO 3,Standard Repair,Control panel display fault - NA
151523007393,ITA_088 : DISTRETTO 7,Standard Repair,Appliance safety check / check-up - NA
371436000500,ITA_0MI : LAB_MI,Standard Repair,Oven does not heat
371328700143,ITA_030 : DISTRETTO 1,Complex Repair,Oven door not aligned
371143700843,ITA_043 : DISTRETTO 2,Standard Repair,Burnt fuse
505180098,ITA_008 : DISTRETTO 8,Standard Repair,Oven does not switch on
151618001716,ITA_043 : DISTRETTO 2,Standard Repair,Oven door not aligned
505160036,ITA_088 : DISTRETTO 7,Installation,Outer glass broken - PREORD - NA
151507005049,ITA_030 : DISTRETTO 1,Standard Repair,Use for JLP bulk booking's - NA
604050380,ITA_030 : DISTRETTO 1,Standard Repair,Oven does not heat
371036700868,ITA_043 : DISTRETTO 2,R+1 Std (Maytag),Oven door not aligned
101023410,ITA_088 : DISTRETTO 7,Standard Repair,Oven does not switch on
603020170,ITA_088 : DISTRETTO 7,Standard Repair,Unpleasant smell from the appliance
603030927,ITA_043 : DISTRETTO 2,Standard Repair,Fan
151607002329,ITA_071 : DISTRETTO 6,Standard Repair,Door will not Open
999999999,ITA_0MI : LAB_MI,Standard Repair,Oven does not switch on
151552004532,ITA_092 : DISTRETTO 5,Standard Repair,Appliance dented / damaged
371301009655,ITA_088 : DISTRETTO 7,Six Month Spares,Oven door not aligned
371208701842,ITA_088 : DISTRETTO 7,Product Substitution,Door will not Close
312140202,ITA_092 : DISTRETTO 5,Standard Repair,Door will not Close
151540000635,ITA_017 : DISTRETTO 3,Standard Repair,Door will not Open
151539002383,ITA_088 : DISTRETTO 7,Standard Repair,It doesn't cook
151620006463,ITA_088 : DISTRETTO 7,Standard Repair,Steam from the door
151547002264,ITA_006 : DISTRETTO 4,Standard Repair,Appliance safety check / check-up - NA
371005700532,ITA_017 : DISTRETTO 3,Product Substitution,Oven does not heat
507080003,ITA_009 : DISTRETTO 9,Product Substitution,Door will not Open
151641005653,ITA_006 : DISTRETTO 4,Standard Repair,Accessories / components / parts - broke
221,ITA_088 : DISTRETTO 7,Installation,Door will not Close
999999999,ITA_0MI : LAB_MI,Standard Repair,Door will not Open
610036960,ITA_017 : DISTRETTO 3,Product Substitution,Oven door not aligned
151629004706,ITA_088 : DISTRETTO 7,Standard Repair,Door will not Open
421217015651,ITA_088 : DISTRETTO 7,Standard Repair,Oven does not switch on
220001000001,ITA_071 : DISTRETTO 6,Standard Repair,Oven does not heat
151634006186,ITA_030 : DISTRETTO 1,Built In Free Test,Appliance safety check / check-up - NA
609280050,ITA_009 : DISTRETTO 9,Standard Repair,Automatic programs duration time
999999999,ITA_088 : DISTRETTO 7,Standard Repair,Oven does not switch on
151642003018,ITA_088 : DISTRETTO 7,Standard Repair,NO-DISPLAY
151610000183,ITA_017 : DISTRETTO 3,Standard Repair,Oven does not switch on
999999999,ITA_071 : DISTRETTO 6,Standard Repair,Outer glass broken - PREORD - NA
611250119,ITA_088 : DISTRETTO 7,Standard Repair,Oven does not switch on
601120095,ITA_071 : DISTRETTO 6,Standard Repair,Oven door not aligned
379624004017,ITA_043 : DISTRETTO 2,Standard Repair,Oven door not aligned
151541002677,ITA_092 : DISTRETTO 5,Standard Repair,Oven does not heat
151451000265,ITA_017 : DISTRETTO 3,Non funz 1°utilizzo,Not assigned
606041672,ITA_017 : DISTRETTO 3,Standard Repair,Oven door not aligned
151516004082,ITA_017 : DISTRETTO 3,Product Substitution,Oven door not aligned
609120023,ITA_017 : DISTRETTO 3,Standard Repair,Oven door not aligned
312231456,ITA_088 : DISTRETTO 7,Product Substitution,Door will not Close
151615000574,ITA_043 : DISTRETTO 2,Standard Repair,Oven door not aligned
402062014,ITA_017 : DISTRETTO 3,Standard Repair,Oven door not aligned
151618000829,ITA_017 : DISTRETTO 3,Standard Repair,Fan
371434005594,ITA_043 : DISTRETTO 2,Complex Repair,Use for JLP bulk booking's - NA
151603008703,ITA_043 : DISTRETTO 2,Non funz 1°utilizzo,Not assigned
151642003030,ITA_043 : DISTRETTO 2,Non funz 1°utilizzo,Not assigned
